    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 3160,          4508,            1351,            756,     18629,           0,       5834
 3170,          4525,            1358,            756,     18715,           0,       5850
 3180,          4540,            1363,            757,     18745,           0,       5897
 3190,          4553,            1366,            771,     18809,           0,       5930
 3200,          4566,            1369,            762,     18911,           0,       5919
 3210,          4580,            1373,            761,     18930,           0,       5927
 3220,          4593,            1376,            767,     19010,           0,       5962
 3230,          4611,            1384,            766,     19053,           0,       5973
 3240,          4625,            1388,            769,     19123,           0,       6002
 3250,          4638,            1391,            773,     19184,           0,       6003
 3260,          4658,            1401,            773,     19250,           0,       6033
 3270,          4673,            1406,            781,     19341,           0,       6061
 3280,          4686,            1409,            783,     19364,           0,       6082
 3290,          4702,            1415,            787,     19428,           0,       6110
 3300,          4715,            1418,            788,     19510,           0,       6105
 3310,          4731,            1424,            789,     19587,           0,       6125
 3320,          4745,            1428,            793,     19671,           0,       6150
 3330,          4761,            1434,            793,     19733,           0,       6169
 3340,          4772,            1435,            794,     19784,           0,       6184
 3350,          4787,            1440,            797,     19841,           0,       6205
 3360,          4802,            1445,            801,     19909,           0,       6227
 3370,          4818,            1451,            804,     19973,           0,       6247
 3380,          4837,            1460,            808,     20039,           0,       6260
 3390,          4850,            1463,            808,     20112,           0,       6285
 3400,          4868,            1471,            813,     20152,           0,       6304
 3410,          4886,            1479,            816,     20237,           0,       6345
 3420,          4900,            1483,            817,     20308,           0,       6356
 3430,          4916,            1489,            820,     20376,           0,       6370
 3440,          4929,            1492,            823,     20451,           0,       6402
 3450,          4946,            1499,            833,     20533,           0,       6432
 3460,          4964,            1507,            833,     20588,           0,       6432
 3470,          4977,            1510,            833,     20647,           0,       6458
 3480,          4992,            1515,            836,     20729,           0,       6470
 3490,          5003,            1516,            838,     20791,           0,       6499
 3500,          5020,            1523,            838,     20886,           0,       6511
 3510,          5033,            1526,            844,     20924,           0,       6529
 3520,          5047,            1530,            849,     21028,           0,       6551
 3530,          5059,            1532,            846,     21090,           0,       6597
 3540,          5074,            1537,            850,     21165,           0,       6602
 3550,          5086,            1539,            851,     21257,           0,       6618
 3560,          5098,            1541,            849,     21334,           0,       6644
 3570,          5113,            1546,            855,     21424,           0,       6674
 3580,          5131,            1554,            859,     21504,           0,       6685
 3590,          5148,            1561,            860,     21560,           0,       6708
 3600,          5162,            1565,            862,     21598,           0,       6726
 3610,          5174,            1567,            864,     21652,           0,       6742
 3620,          5193,            1576,            870,     21770,           0,       6767
 3630,          5207,            1580,            869,     21800,           0,       6785
 3640,          5223,            1586,            875,     21897,           0,       6802
 3650,          5233,            1586,            874,     21950,           0,       6836
 3660,          5247,            1590,            885,     22010,           0,       6845
 3670,          5260,            1593,            880,     22043,           0,       6891
 3680,          5277,            1600,            882,     22147,           0,       6913
 3690,          5290,            1603,            889,     22219,           0,       6908
 3700,          5301,            1604,            899,     22286,           0,       6984
 3710,          5312,            1605,            903,     22354,           0,       6947
 3720,          5324,            1607,            890,     22434,           0,       6990
 3730,          5342,            1615,            892,     22513,           0,       6993
 3740,          5354,            1617,            892,     22575,           0,       7012
 3750,          5366,            1619,            906,     22611,           0,       7037
 3760,          5379,            1622,            898,     22702,           0,       7050
 3770,          5391,            1624,            902,     22801,           0,       7063
 3780,          5405,            1628,            901,     22830,           0,       7119
 3790,          5417,            1630,            908,     22933,           0,       7117
 3800,          5435,            1638,            905,     22993,           0,       7139
 3810,          5450,            1643,            912,     23079,           0,       7152
 3820,          5461,            1644,            924,     23177,           0,       7202
 3830,          5474,            1647,            916,     23256,           0,       7219
 3840,          5489,            1652,            915,     23331,           0,       7233
 3850,          5505,            1658,            918,     23385,           0,       7269
 3860,          5519,            1662,            919,     23465,           0,       7274
 3870,          5539,            1672,            926,     23545,           0,       7300
 3880,          5554,            1677,            934,     23606,           0,       7305
 3890,          5569,            1682,            929,     23692,           0,       7346
 3900,          5583,            1686,            935,     23776,           0,       7382
 3910,          5597,            1690,            936,     23835,           0,       7375
 3920,          5613,            1696,            939,     23915,           0,       7428
 3930,          5625,            1698,            940,     23992,           0,       7432
 3940,          5639,            1702,            941,     24053,           0,       7458
 3950,          5654,            1707,            944,     24161,           0,       7465
 3960,          5665,            1708,            945,     24235,           0,       7523
 3970,          5676,            1709,            948,     24343,           0,       7535
 3980,          5698,            1721,            952,     24387,           0,       7529
 3990,          5712,            1725,            952,     24473,           0,       7565
 4000,          5723,            1726,            954,     24559,           0,       7582
 4010,          5743,            1736,            961,     24617,           0,       7601
 4020,          5758,            1741,            960,     24754,           0,       7625
 4030,          5771,            1744,            965,     24801,           0,       7651
 4040,          5788,            1751,            967,     24903,           0,       7662
 4050,          5803,            1756,            971,     24953,           0,       7689
 4060,          5815,            1758,            970,     25044,           0,       7719
 4070,          5828,            1761,            975,     25144,           0,       7741
 4080,          5843,            1766,            977,     25228,           0,       7773
 4090,          5857,            1770,            978,     25343,           0,       7803
 4100,          5873,            1776,            983,     25404,           0,       7833
 4110,          5890,            1783,            983,     25453,           0,       7864
 4120,          5909,            1792,            988,     25478,           0,       7902
 4130,          5923,            1796,            990,     25542,           0,       7940
 4140,          5939,            1802,            992,     25561,           0,       7961
 4150,          5959,            1812,            996,     25657,           0,       7983
 4160,          5975,            1818,           1000,     25679,           0,       8034
 4170,          5989,            1822,           1005,     25733,           0,       8033
 4180,          5999,            1822,           1003,     25782,           0,       8040
 4190,          6017,            1830,           1007,     25834,           0,       8079
 4200,          6033,            1836,           1012,     25899,           0,       8081
 4210,          6047,            1840,           1028,     25937,           0,       8164
 4220,          6065,            1848,           1018,     25995,           0,       8112
 4230,          6084,            1857,           1021,     26086,           0,       8283
 4240,          6101,            1864,           1021,     26125,           0,       8157
 4250,          6116,            1869,           1024,     26157,           0,       8169
 4260,          6128,            1871,           1026,     26229,           0,       8186
 4270,          6143,            1876,           1030,     26276,           0,       8208
 4280,          6158,            1881,           1031,     26316,           0,       8240
 4290,          6173,            1886,           1036,     26426,           0,       8275
 4300,          6187,            1890,           1035,     26461,           0,       8288
 4310,          6198,            1891,           1041,     26511,           0,       8293
 4320,          6212,            1895,           1044,     26574,           0,       8325
 4330,          6226,            1899,           1042,     26645,           0,       8346
 4340,          6244,            1907,           1046,     26719,           0,       8347
 4350,          6261,            1914,           1051,     26741,           0,       8359
 4360,          6274,            1917,           1049,     26852,           0,       8382
 4370,          6288,            1921,           1055,     26890,           0,       8405
 4380,          6301,            1924,           1054,     26943,           0,       8424
 4390,          6313,            1926,           1057,     27005,           0,       8438
 4400,          6328,            1931,           1060,     27035,           0,       8454
 4410,          6344,            1937,           1064,     27115,           0,       8471
 4420,          6357,            1940,           1065,     27185,           0,       8508
 4430,          6376,            1949,           1067,     27204,           0,       8512
 4440,          6390,            1953,           1070,     27290,           0,       8554
 4450,          6403,            1956,           1077,     27346,           0,       8563
 4460,          6419,            1962,           1079,     27429,           0,       8597
 4470,          6432,            1965,           1078,     27465,           0,       8611
 4480,          6446,            1969,           1080,     27545,           0,       8615
 4490,          6458,            1971,           1081,     27600,           0,       8650
 4500,          6469,            1972,           1085,     27647,           0,       8690
 4510,          6480,            1973,           1085,     27696,           0,       8675
 4520,          6497,            1980,           1090,     27794,           0,       8717
 4530,          6517,            1990,           1091,     27884,           0,       8748
 4540,          6538,            2001,           1099,     27975,           0,       8742
 4550,          6553,            2006,           1101,     28016,           0,       8775
 4560,          6569,            2012,           1106,     28082,           0,       8818
 4570,          6585,            2018,           1107,     28129,           0,       8810
 4580,          6601,            2024,           1107,     28229,           0,       8826
 4590,          6612,            2025,           1110,     28324,           0,       8846
 4600,          6627,            2030,           1113,     28396,           0,       8873
 4610,          6638,            2031,           1116,     28432,           0,       8886
 4620,          6650,            2033,           1116,     28517,           0,       8909
 4630,          6665,            2038,           1117,     28560,           0,       8937
 4640,          6679,            2042,           1124,     28627,           0,       8963
 4650,          6699,            2052,           1127,     28692,           0,       8980
 4660,          6712,            2055,           1129,     28683,           0,       8986
 4670,          6725,            2058,           1129,     28817,           0,       9014
 4680,          6740,            2063,           1135,     28835,           0,       9029
