      n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 560000,        818286,          258287,         140272,   5410352,           0,    1612936
 561000,        819754,          258755,         139527,   5419583,           0,    1609923
 562000,        821190,          259191,         139920,   5428397,           0,    1615614
 563000,        822646,          259647,         140272,   5437163,           0,    1621021
 564000,        824098,          260099,         140287,   5447007,           0,    1620824
 565000,        825564,          260565,         140611,   5456833,           0,    1633374
 566000,        827058,          261059,         141036,   5466000,           0,    1624173
 567000,        828533,          261534,         141141,   5475446,           0,    1632359
 568000,        829997,          261998,         141206,   5484967,           0,    1630107
 569000,        831445,          262446,         141645,   5494807,           0,    1635024
 570000,        832854,          262855,         143451,   5504345,           0,    1641530
 571000,        834335,          263336,         141992,   5514706,           0,    1641283
 572000,        835809,          263810,         142134,   5525301,           0,    1654010
 573000,        837263,          264264,         142588,   5536306,           0,    1647244
 574000,        838771,          264772,         142974,   5545935,           0,    1654903
 575000,        840224,          265225,         142984,   5555252,           0,    1652249
 576000,        841667,          265668,         144886,   5564489,           0,    1652966
 577000,        843110,          266111,         143766,   5574646,           0,    1656939
 578000,        844572,          266573,         143821,   5584306,           0,    1663504
 579000,        846008,          267009,         144080,   5594460,           0,    1673664
 580000,        847496,          267497,         145188,   5604525,           0,    1669148
 581000,        848928,          267929,         144913,   5615378,           0,    1674132
 582000,        850356,          268357,         144670,   5626148,           0,    1672795
 583000,        851809,          268810,         145735,   5636497,           0,    1681025
 584000,        853271,          269272,         145257,   5646442,           0,    1679120
 585000,        854700,          269701,         144706,   5657268,           0,    1709789
 586000,        856159,          270160,         145717,   5668599,           0,    1698015
 587000,        857612,          270613,         146089,   5679163,           0,    1692459
 588000,        859107,          271108,         146250,   5690492,           0,    1695918
 589000,        860567,          271568,         146545,   5702380,           0,    1696376
 590000,        862007,          272008,         146970,   5713956,           0,    1700817
 591000,        863454,          272455,         148715,   5721603,           0,    1703104
 592000,        864928,          272929,         147356,   5730335,           0,    1709495
 593000,        866387,          273388,         148040,   5738563,           0,    1705605
 594000,        867846,          273847,         147711,   5748052,           0,    1735349
 595000,        869319,          274320,         150546,   5756389,           0,    1741293
 596000,        870792,          274793,         149912,   5766112,           0,    1719851
 597000,        872284,          275285,         148638,   5775204,           0,    1722784
 598000,        873745,          275746,         149327,   5786128,           0,    1727526
 599000,        875264,          276265,         149070,   5794441,           0,    1727112
 600000,        876764,          276765,         149354,   5803689,           0,    1726428
 601000,        878200,          277201,         149604,   5813242,           0,    1737950
 602000,        879687,          277688,         149646,   5823385,           0,    1731944
 603000,        881174,          278175,         150501,   5833174,           0,    1743162
 604000,        882686,          278687,         150103,   5843569,           0,    1738879
 605000,        884158,          279159,         150517,   5853822,           0,    1740412
 606000,        885615,          279616,         150895,   5864921,           0,    1743515
 607000,        887019,          280020,         151034,   5874160,           0,    1749613
 608000,        888475,          280476,         151268,   5883202,           0,    1752869
 609000,        889909,          280910,         151485,   5893071,           0,    1755311
 610000,        891380,          281381,         151869,   5903092,           0,    1761040
 611000,        892862,          281863,         152441,   5912530,           0,    1758203
 612000,        894319,          282320,         153593,   5922548,           0,    1765881
 613000,        895798,          282799,         152812,   5932880,           0,    1767387
 614000,        897303,          283304,         154150,   5944498,           0,    1771744
 615000,        898769,          283770,         153214,   5954949,           0,    1770689
 616000,        900261,          284262,         153549,   5964239,           0,    1775523
 617000,        901735,          284736,         153912,   5974774,           0,    1780596
 618000,        903169,          285170,         153823,   5985861,           0,    1790570
 619000,        904616,          285617,         154067,   5997320,           0,    1786710
 620000,        906064,          286065,         154403,   6007776,           0,    1792577
 621000,        907566,          286567,         154699,   6019646,           0,    1798779
